model_name,domain,speaker,file,y_true,perturb,score_clean,score_pert,delta
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,gain_1.3,2.31827342,2.49886596,0.18059254
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,gain_1.3,2.07542902,2.06064991,0.01477911
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,noise_0.002,-0.37639417,-0.58180530,0.20541113
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,noise_0.002,2.31827342,3.37240374,1.05413033
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,noise_0.002,2.07542902,2.09082082,0.01539180
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,noise_0.005,-0.37639417,-0.70631733,0.32992316
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,noise_0.005,2.31827342,4.26018421,1.94191079
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,noise_0.005,2.07542902,1.54414420,0.53128482
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,shift_-80,-0.37639417,-0.25496296,0.12143122
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,shift_-80,2.31827342,2.25889001,0.05938341
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,shift_-80,2.07542902,2.08009411,0.00466509
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,shift_+80,-0.37639417,-0.40948361,0.03308944
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,shift_+80,2.31827342,2.33229572,0.01402230
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B1_UW70_M3.wav,1,shift_+80,2.07542902,2.07158140,0.00384762
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,gain_0.7,1.23142636,1.18898340,0.04244296
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,gain_0.7,2.51571827,2.51398910,0.00172917
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,gain_0.7,2.32777854,2.42029857,0.09252004
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,gain_1.3,1.23142636,1.12294089,0.10848547
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,gain_1.3,2.51571827,1.80338567,0.71233260
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,gain_1.3,2.32777854,1.36751468,0.96026386
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,noise_0.002,1.23142636,0.89816918,0.33325718
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,noise_0.002,2.51571827,2.84257112,0.32685285
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,noise_0.002,2.32777854,2.12939896,0.19837958
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,noise_0.005,1.23142636,0.38839816,0.84302820
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,noise_0.005,2.51571827,2.89243994,0.37672167
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,noise_0.005,2.32777854,1.23392143,1.09385710
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,shift_-80,1.23142636,1.23734692,0.00592056
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,shift_-80,2.51571827,2.53177566,0.01605739
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,shift_-80,2.32777854,2.34635939,0.01858085
single_torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,shift_+80,1.23142636,1.24767985,0.01625349
single_uaspeech,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,shift_+80,2.51571827,2.63778138,0.12206311
multi_uaspeech+torgo,UASPEECH,F02,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F02/F02_B2_CW58_M8.wav,1,shift_+80,2.32777854,2.45326719,0.12548866
single_torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,gain_0.7,-0.26544059,-0.24068199,0.02475861
single_uaspeech,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,gain_0.7,1.36882751,1.33722810,0.03159941
multi_uaspeech+torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,gain_0.7,1.10551095,1.17990692,0.07439597
single_torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,gain_1.3,-0.26544059,0.07399086,0.33943145
single_uaspeech,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,gain_1.3,1.36882751,1.35803395,0.01079356
multi_uaspeech+torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,gain_1.3,1.10551095,1.07731244,0.02819851
single_torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,noise_0.002,-0.26544059,0.69503737,0.96047797
single_uaspeech,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,noise_0.002,1.36882751,1.35562160,0.01320592
multi_uaspeech+torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,noise_0.002,1.10551095,1.09379599,0.01171496
single_torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,noise_0.005,-0.26544059,1.16474281,1.43018340
single_uaspeech,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,noise_0.005,1.36882751,1.43520091,0.06637340
multi_uaspeech+torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,noise_0.005,1.10551095,0.93245930,0.17305165
single_torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,shift_-80,-0.26544059,-0.36057481,0.09513422
single_uaspeech,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,shift_-80,1.36882751,1.43387063,0.06504312
multi_uaspeech+torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,shift_-80,1.10551095,1.15630585,0.05079490
single_torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,shift_+80,-0.26544059,-0.24027366,0.02516693
single_uaspeech,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,shift_+80,1.36882751,1.32796082,0.04086669
multi_uaspeech+torgo,UASPEECH,M04,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/M04/M04_B3_CW31_M6.wav,1,shift_+80,1.10551095,0.98691861,0.11859234
single_torgo,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,gain_0.7,1.93324442,1.90131790,0.03192651
single_uaspeech,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,gain_0.7,-2.09763280,-2.23622970,0.13859691
multi_uaspeech+torgo,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,gain_0.7,-1.98057046,-2.13449431,0.15392386
single_torgo,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,gain_1.3,1.93324442,2.50023784,0.56699342
single_uaspeech,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,gain_1.3,-2.09763280,-2.02700364,0.07062916
multi_uaspeech+torgo,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,gain_1.3,-1.98057046,-1.85215364,0.12841681
single_torgo,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,noise_0.002,1.93324442,1.99035532,0.05711090
single_uaspeech,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,noise_0.002,-2.09763280,-0.74943500,1.34819780
multi_uaspeech+torgo,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,noise_0.002,-1.98057046,-0.49079909,1.48977137
single_torgo,UASPEECH,CF05,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CF05/CF05_B3_D0_M5.wav,0,noise_0.005,1.93324442,1.69108850,0.24215592
